,y
131858,safe
219923,very_close
142329,safe
232681,very_close
192046,safe
49959,close
142934,safe
292466,very_close
51122,close
35384,close
280083,very_close
289346,very_close
134363,safe
27554,close
29419,close
189999,safe
220136,very_close
82474,close
175603,safe
151950,safe
291315,very_close
10527,close
135263,safe
21184,close
244045,very_close
161595,safe
77756,close
98405,close
205256,very_close
286498,very_close
106925,safe
34476,close
173082,safe
245164,very_close
235529,very_close
44243,close
101223,safe
97666,close
121722,safe
71224,close
253634,very_close
183933,safe
229473,very_close
229086,very_close
43430,close
226644,very_close
202541,very_close
103630,safe
8681,close
113792,safe
108715,safe
246250,very_close
58163,close
221270,very_close
296422,very_close
150688,safe
12203,close
74467,close
280978,very_close
62267,close
183501,safe
115513,safe
275851,very_close
283885,very_close
12751,close
225302,very_close
294548,very_close
246958,very_close
210160,very_close
191003,safe
126462,safe
284725,very_close
49470,close
247236,very_close
276273,very_close
183007,safe
154812,safe
220233,very_close
145627,safe
77210,close
210721,very_close
248079,very_close
103911,safe
98648,close
156800,safe
81056,close
115345,safe
143511,safe
157702,safe
62832,close
90640,close
202285,very_close
61092,close
154501,safe
245990,very_close
229453,very_close
49978,close
297943,very_close
293731,very_close
30542,close
89733,close
88331,close
23812,close
293087,very_close
244966,very_close
177643,safe
180055,safe
111868,safe
202950,very_close
265709,very_close
220835,very_close
46837,close
101291,safe
132779,safe
16641,close
128575,safe
40196,close
55574,close
9068,close
51262,close
45045,close
79651,close
134811,safe
293078,very_close
38630,close
176507,safe
100887,safe
120252,safe
288762,very_close
261522,very_close
113978,safe
64348,close
82218,close
299969,very_close
223049,very_close
100444,safe
180347,safe
243096,very_close
182557,safe
230831,very_close
184058,safe
76755,close
34249,close
263461,very_close
42791,close
69219,close
564,close
1965,close
106406,safe
83113,close
149362,safe
86558,close
71299,close
209888,very_close
220562,very_close
145876,safe
98101,close
249850,very_close
133880,safe
157684,safe
143569,safe
65154,close
54442,close
114433,safe
212027,very_close
72239,close
127286,safe
77812,close
96536,close
231602,very_close
33996,close
98934,close
40848,close
222870,very_close
167852,safe
196710,safe
68174,close
287095,very_close
209580,very_close
72983,close
96997,close
236493,very_close
88541,close
88978,close
299693,very_close
187046,safe
265261,very_close
48714,close
257027,very_close
269752,very_close
140566,safe
13291,close
267044,very_close
7460,close
33805,close
90017,close
265608,very_close
221392,very_close
222396,very_close
209151,very_close
38903,close
46584,close
160605,safe
67287,close
174660,safe
278010,very_close
105038,safe
87042,close
220287,very_close
202782,very_close
177644,safe
134715,safe
7592,close
135345,safe
246475,very_close
237137,very_close
124609,safe
54599,close
226467,very_close
276293,very_close
177715,safe
275785,very_close
156237,safe
67253,close
46841,close
157789,safe
298687,very_close
133163,safe
251080,very_close
280485,very_close
194216,safe
273448,very_close
97754,close
35042,close
45860,close
149997,safe
141924,safe
6156,close
168945,safe
184362,safe
173884,safe
131997,safe
252423,very_close
74061,close
168024,safe
67362,close
91414,close
47513,close
254477,very_close
64893,close
112843,safe
202736,very_close
91246,close
79133,close
198115,safe
136041,safe
69637,close
65120,close
94348,close
98301,close
257821,very_close
246382,very_close
226300,very_close
156440,safe
161687,safe
84215,close
141954,safe
124253,safe
33731,close
149548,safe
282000,very_close
204975,very_close
253780,very_close
66085,close
226395,very_close
135825,safe
184950,safe
107204,safe
263080,very_close
202351,very_close
241470,very_close
51785,close
71064,close
244422,very_close
86070,close
189923,safe
166034,safe
184678,safe
165176,safe
183924,safe
103711,safe
145607,safe
19012,close
66265,close
29845,close
40040,close
66149,close
247648,very_close
68928,close
91339,close
215540,very_close
219402,very_close
12267,close
268676,very_close
147991,safe
173328,safe
5119,close
225104,very_close
276148,very_close
92481,close
102741,safe
96626,close
161889,safe
39636,close
115962,safe
146601,safe
107671,safe
131339,safe
65596,close
203335,very_close
267494,very_close
193015,safe
269354,very_close
163172,safe
259857,very_close
188131,safe
282103,very_close
243051,very_close
62697,close
231522,very_close
73739,close
25478,close
18396,close
3863,close
114095,safe
258082,very_close
176411,safe
2616,close
275529,very_close
53286,close
1186,close
70174,close
27,close
5820,close
161252,safe
214814,very_close
251087,very_close
285678,very_close
31849,close
130309,safe
114778,safe
30349,close
247292,very_close
68832,close
228604,very_close
247564,very_close
249527,very_close
96797,close
183731,safe
212818,very_close
262837,very_close
264705,very_close
114800,safe
213275,very_close
250336,very_close
256856,very_close
143676,safe
46001,close
81825,close
276926,very_close
299533,very_close
264418,very_close
24443,close
154660,safe
175092,safe
144259,safe
38571,close
207750,very_close
242412,very_close
299754,very_close
199294,safe
167292,safe
155606,safe
254447,very_close
280687,very_close
188963,safe
883,close
275792,very_close
43172,close
46027,close
265568,very_close
64396,close
47702,close
116193,safe
263281,very_close
289834,very_close
116328,safe
177215,safe
26700,close
88402,close
291799,very_close
247591,very_close
69664,close
105256,safe
222974,very_close
84955,close
108977,safe
107853,safe
58881,close
1464,close
206143,very_close
128357,safe
17724,close
84254,close
187734,safe
259163,very_close
207140,very_close
267830,very_close
99446,close
212735,very_close
251100,very_close
221097,very_close
49388,close
162986,safe
15807,close
225707,very_close
295691,very_close
220059,very_close
185295,safe
199466,safe
109256,safe
185691,safe
215299,very_close
97174,close
135061,safe
46244,close
110141,safe
256548,very_close
283890,very_close
175950,safe
170215,safe
163452,safe
165512,safe
95572,close
17148,close
198603,safe
119941,safe
148864,safe
110295,safe
127595,safe
71682,close
120588,safe
294265,very_close
211182,very_close
206527,very_close
157217,safe
43033,close
107154,safe
33376,close
43055,close
176105,safe
83802,close
201970,very_close
282351,very_close
264729,very_close
78231,close
21790,close
20083,close
163242,safe
176468,safe
166994,safe
285455,very_close
232287,very_close
107564,safe
200226,very_close
3308,close
128904,safe
178870,safe
122406,safe
50514,close
15153,close
251542,very_close
244965,very_close
66088,close
25865,close
193372,safe
229856,very_close
11846,close
69247,close
3742,close
133019,safe
236376,very_close
199326,safe
262916,very_close
194424,safe
2329,close
110739,safe
294319,very_close
11588,close
270889,very_close
27812,close
242401,very_close
54910,close
29035,close
9592,close
113049,safe
278702,very_close
239878,very_close
262900,very_close
265053,very_close
244836,very_close
142919,safe
175624,safe
193384,safe
49755,close
274123,very_close
191561,safe
210592,very_close
10331,close
224962,very_close
165085,safe
33028,close
247466,very_close
40259,close
59014,close
16672,close
139370,safe
58662,close
77295,close
279946,very_close
49933,close
32424,close
264239,very_close
203149,very_close
65482,close
209958,very_close
238683,very_close
217519,very_close
108181,safe
5407,close
160583,safe
114780,safe
252228,very_close
133112,safe
235532,very_close
255058,very_close
25922,close
124671,safe
277243,very_close
39783,close
224915,very_close
7713,close
144036,safe
191108,safe
74114,close
217888,very_close
137904,safe
95955,close
234551,very_close
270572,very_close
155660,safe
2807,close
151239,safe
107575,safe
224768,very_close
108146,safe
169243,safe
123994,safe
192171,safe
179716,safe
126197,safe
95251,close
287491,very_close
106976,safe
74513,close
135937,safe
260602,very_close
181133,safe
96406,close
291748,very_close
259518,very_close
174681,safe
53488,close
209713,very_close
181927,safe
285223,very_close
113996,safe
228932,very_close
237979,very_close
25930,close
67531,close
238084,very_close
111674,safe
65490,close
261727,very_close
76801,close
79106,close
97562,close
238560,very_close
289410,very_close
235553,very_close
60223,close
76392,close
283146,very_close
71454,close
219104,very_close
217485,very_close
32608,close
196076,safe
80220,close
9307,close
110412,safe
249319,very_close
290506,very_close
20036,close
138808,safe
182399,safe
279159,very_close
10978,close
44222,close
215376,very_close
144374,safe
205001,very_close
241170,very_close
191558,safe
212493,very_close
150039,safe
38040,close
29015,close
171972,safe
278242,very_close
149792,safe
228929,very_close
126405,safe
97804,close
276656,very_close
120819,safe
1296,close
267125,very_close
289896,very_close
176973,safe
267022,very_close
41739,close
185907,safe
263401,very_close
169740,safe
34290,close
275666,very_close
275495,very_close
293374,very_close
285008,very_close
28081,close
21419,close
74040,close
297183,very_close
115706,safe
1826,close
115718,safe
286561,very_close
234381,very_close
19946,close
103883,safe
280838,very_close
200480,very_close
112528,safe
178594,safe
293559,very_close
46572,close
243743,very_close
84513,close
156538,safe
223130,very_close
281366,very_close
210845,very_close
287113,very_close
269140,very_close
261156,very_close
238981,very_close
121491,safe
44601,close
280847,very_close
91193,close
137575,safe
180692,safe
245848,very_close
218825,very_close
152669,safe
270631,very_close
168000,safe
6445,close
190834,safe
29219,close
60276,close
195605,safe
138144,safe
65576,close
233030,very_close
116017,safe
69782,close
156350,safe
93342,close
251750,very_close
28627,close
61740,close
183645,safe
96559,close
144666,safe
230108,very_close
136555,safe
155994,safe
132686,safe
44631,close
213134,very_close
11847,close
202671,very_close
178204,safe
157201,safe
108365,safe
211470,very_close
271235,very_close
67227,close
262977,very_close
17277,close
217764,very_close
38613,close
99359,close
68583,close
97280,close
45005,close
214217,very_close
58116,close
269469,very_close
115924,safe
39201,close
10783,close
56322,close
113210,safe
247440,very_close
240833,very_close
229978,very_close
103703,safe
54074,close
253270,very_close
52512,close
246039,very_close
235465,very_close
82038,close
29624,close
184306,safe
188726,safe
146817,safe
262401,very_close
133676,safe
68214,close
260546,very_close
179593,safe
280251,very_close
47927,close
194488,safe
134146,safe
13344,close
7924,close
116849,safe
256164,very_close
232830,very_close
147008,safe
120033,safe
175487,safe
230289,very_close
24498,close
240578,very_close
3997,close
283370,very_close
177292,safe
30076,close
233598,very_close
229977,very_close
127724,safe
42709,close
263763,very_close
73153,close
111438,safe
116077,safe
118778,safe
247696,very_close
79125,close
69446,close
274524,very_close
39664,close
49319,close
250746,very_close
243251,very_close
85428,close
154158,safe
210581,very_close
92980,close
122439,safe
191504,safe
258216,very_close
39746,close
129770,safe
33330,close
207746,very_close
21772,close
185639,safe
274619,very_close
157734,safe
141163,safe
152874,safe
288615,very_close
283323,very_close
105169,safe
56383,close
47823,close
77747,close
274438,very_close
37912,close
43846,close
193258,safe
223296,very_close
89920,close
109523,safe
16792,close
119860,safe
183975,safe
231708,very_close
19625,close
268426,very_close
153685,safe
239898,very_close
69161,close
217564,very_close
78073,close
4693,close
164147,safe
86493,close
285281,very_close
276596,very_close
233021,very_close
171861,safe
112116,safe
254835,very_close
85689,close
96578,close
293792,very_close
43360,close
233248,very_close
201978,very_close
182546,safe
156229,safe
51437,close
143860,safe
239738,very_close
85303,close
255401,very_close
187872,safe
125368,safe
26777,close
137922,safe
114550,safe
36616,close
28279,close
256604,very_close
239368,very_close
60235,close
35528,close
173301,safe
244093,very_close
117118,safe
192133,safe
3511,close
230679,very_close
109321,safe
291433,very_close
236525,very_close
183982,safe
268550,very_close
262818,very_close
101030,safe
25134,close
102694,safe
277792,very_close
76101,close
210908,very_close
5788,close
94378,close
145558,safe
64197,close
184885,safe
190712,safe
283441,very_close
87971,close
22332,close
255051,very_close
264187,very_close
156408,safe
1383,close
47326,close
20983,close
158532,safe
2852,close
176057,safe
31004,close
165032,safe
42751,close
40448,close
291488,very_close
34128,close
123118,safe
8608,close
85222,close
7580,close
60628,close
142207,safe
150067,safe
47537,close
153953,safe
161001,safe
91577,close
197445,safe
124087,safe
12523,close
161701,safe
22070,close
187751,safe
152502,safe
240447,very_close
170847,safe
77951,close
197753,safe
251951,very_close
24065,close
13842,close
159332,safe
244567,very_close
253385,very_close
73151,close
90723,close
207545,very_close
107079,safe
778,close
271414,very_close
108098,safe
197037,safe
164174,safe
263062,very_close
188137,safe
49644,close
211897,very_close
21039,close
239969,very_close
293888,very_close
199210,safe
171410,safe
239869,very_close
365,close
34176,close
50563,close
264889,very_close
167285,safe
285666,very_close
124523,safe
74773,close
189934,safe
50011,close
296871,very_close
188701,safe
90268,close
135729,safe
278035,very_close
278284,very_close
126900,safe
108387,safe
140324,safe
12968,close
110446,safe
12065,close
9897,close
216427,very_close
142225,safe
154177,safe
186974,safe
221973,very_close
62333,close
241545,very_close
214087,very_close
254902,very_close
224784,very_close
260345,very_close
65968,close
70318,close
158737,safe
143402,safe
96778,close
275705,very_close
272651,very_close
83919,close
282488,very_close
96420,close
113807,safe
246779,very_close
206128,very_close
228209,very_close
218307,very_close
239057,very_close
291181,very_close
78470,close
13441,close
150619,safe
34630,close
6202,close
278686,very_close
242829,very_close
30966,close
82251,close
285136,very_close
52594,close
10521,close
56236,close
107551,safe
209276,very_close
56024,close
23922,close
34935,close
146842,safe
32576,close
7284,close
118032,safe
80534,close
270924,very_close
235260,very_close
124670,safe
291413,very_close
299259,very_close
45614,close
246353,very_close
165266,safe
167065,safe
297948,very_close
284447,very_close
288181,very_close
205386,very_close
248779,very_close
161046,safe
74626,close
102379,safe
118065,safe
273674,very_close
255474,very_close
18753,close
177547,safe
14067,close
125580,safe
276466,very_close
155131,safe
34081,close
275628,very_close
96103,close
40103,close
261056,very_close
26476,close
157115,safe
170014,safe
283700,very_close
100627,safe
252623,very_close
54169,close
149224,safe
260341,very_close
153608,safe
117015,safe
268918,very_close
105608,safe
59941,close
183449,safe
146232,safe
38645,close
253952,very_close
20670,close
71360,close
240234,very_close
17775,close
12804,close
111889,safe
168860,safe
97230,close
118807,safe
273724,very_close
130638,safe
284241,very_close
279577,very_close
150296,safe
59350,close
49654,close
72250,close
136020,safe
294801,very_close
188367,safe
261388,very_close
287601,very_close
144367,safe
2247,close
59927,close
191332,safe
94488,close
15497,close
100671,safe
104330,safe
112913,safe
264025,very_close
83080,close
142037,safe
127707,safe
205521,very_close
133128,safe
238159,very_close
88405,close
137640,safe
163404,safe
190449,safe
133771,safe
56379,close
65477,close
299679,very_close
203617,very_close
250873,very_close
31223,close
103826,safe
34124,close
11815,close
280111,very_close
274460,very_close
277431,very_close
29702,close
46226,close
53378,close
255766,very_close
66396,close
121058,safe
194282,safe
219484,very_close
75231,close
99923,close
1603,close
254009,very_close
121012,safe
14047,close
214721,very_close
250793,very_close
80462,close
99697,close
17898,close
76699,close
196709,safe
112771,safe
135358,safe
235520,very_close
61243,close
297231,very_close
60036,close
77087,close
253257,very_close
232463,very_close
24176,close
271719,very_close
199569,safe
225086,very_close
209038,very_close
68716,close
136792,safe
16053,close
54528,close
282460,very_close
204857,very_close
254299,very_close
220838,very_close
275739,very_close
5932,close
69877,close
47465,close
123695,safe
145379,safe
2437,close
51872,close
7384,close
115201,safe
280288,very_close
243769,very_close
138430,safe
80292,close
290201,very_close
93775,close
231702,very_close
255822,very_close
161688,safe
224935,very_close
138764,safe
229694,very_close
211116,very_close
203874,very_close
96284,close
159289,safe
113796,safe
288364,very_close
239806,very_close
176629,safe
116516,safe
14936,close
147653,safe
245251,very_close
179314,safe
294084,very_close
165727,safe
260891,very_close
193391,safe
195861,safe
273642,very_close
136221,safe
232189,very_close
205328,very_close
280468,very_close
42540,close
180384,safe
34899,close
96758,close
20034,close
248087,very_close
233465,very_close
97850,close
96886,close
107492,safe
171819,safe
53729,close
122717,safe
111460,safe
16808,close
139606,safe
179736,safe
112386,safe
246676,very_close
175691,safe
568,close
43615,close
104487,safe
94327,close
20088,close
9021,close
63984,close
229538,very_close
55962,close
152422,safe
238082,very_close
160117,safe
198469,safe
31885,close
150289,safe
153996,safe
112193,safe
123681,safe
222585,very_close
273607,very_close
204138,very_close
11359,close
216708,very_close
31684,close
105831,safe
15280,close
80713,close
53287,close
196135,safe
179973,safe
128146,safe
118365,safe
47268,close
184536,safe
167879,safe
88745,close
292095,very_close
202299,very_close
12156,close
19161,close
11210,close
112862,safe
65051,close
264819,very_close
92449,close
93292,close
77619,close
92421,close
64407,close
234662,very_close
82089,close
117344,safe
64626,close
190914,safe
92321,close
167629,safe
90394,close
154481,safe
242121,very_close
262051,very_close
141006,safe
79628,close
95473,close
57835,close
58752,close
54270,close
44287,close
181206,safe
288782,very_close
55478,close
76597,close
292749,very_close
87674,close
78022,close
14762,close
154635,safe
114282,safe
28275,close
94403,close
261286,very_close
121626,safe
117830,safe
145287,safe
2541,close
123737,safe
202024,very_close
193886,safe
13671,close
282090,very_close
11497,close
177326,safe
219117,very_close
204834,very_close
278625,very_close
1751,close
198247,safe
200655,very_close
278166,very_close
231271,very_close
86502,close
79998,close
207683,very_close
99750,close
268250,very_close
114302,safe
265923,very_close
104685,safe
239919,very_close
146130,safe
72283,close
42335,close
40233,close
254844,very_close
81774,close
56595,close
20341,close
275862,very_close
258552,very_close
49224,close
224692,very_close
401,close
171835,safe
266536,very_close
8775,close
49312,close
51593,close
47036,close
241823,very_close
193492,safe
291940,very_close
80389,close
168037,safe
294077,very_close
143152,safe
53148,close
2163,close
150571,safe
112157,safe
287676,very_close
64801,close
6013,close
65010,close
173152,safe
134368,safe
15536,close
241203,very_close
22731,close
116043,safe
295955,very_close
117014,safe
182087,safe
140983,safe
243410,very_close
141932,safe
247376,very_close
179418,safe
285211,very_close
207549,very_close
171164,safe
182427,safe
219504,very_close
188783,safe
117304,safe
290430,very_close
266015,very_close
188811,safe
187442,safe
108347,safe
165048,safe
279310,very_close
226396,very_close
258508,very_close
53534,close
69983,close
166265,safe
114575,safe
207494,very_close
98172,close
274380,very_close
174133,safe
218957,very_close
124228,safe
19057,close
123421,safe
13204,close
69919,close
240435,very_close
101383,safe
37084,close
174979,safe
13497,close
160074,safe
292495,very_close
199583,safe
104999,safe
296957,very_close
248352,very_close
256771,very_close
1248,close
178869,safe
129777,safe
70520,close
235931,very_close
261434,very_close
218605,very_close
22526,close
163120,safe
258447,very_close
219094,very_close
121674,safe
42697,close
124895,safe
256203,very_close
231988,very_close
58731,close
213855,very_close
35544,close
100442,safe
111898,safe
101987,safe
17552,close
278583,very_close
234177,very_close
249511,very_close
262587,very_close
3967,close
228725,very_close
102280,safe
11756,close
152706,safe
58183,close
102513,safe
85284,close
15166,close
107098,safe
135631,safe
3767,close
48389,close
249968,very_close
42483,close
190551,safe
247075,very_close
148001,safe
54810,close
239160,very_close
261587,very_close
51624,close
123238,safe
100855,safe
268782,very_close
243161,very_close
45399,close
78583,close
268136,very_close
75484,close
195829,safe
57136,close
17523,close
46107,close
250164,very_close
167418,safe
220610,very_close
4323,close
157858,safe
114085,safe
52785,close
81717,close
115420,safe
121004,safe
199923,safe
74227,close
256162,very_close
271392,very_close
294764,very_close
62392,close
72296,close
24569,close
53055,close
47016,close
191294,safe
24922,close
242884,very_close
178676,safe
181906,safe
218578,very_close
299397,very_close
144157,safe
24086,close
44210,close
44089,close
171258,safe
184955,safe
151415,safe
270951,very_close
217124,very_close
126118,safe
19428,close
112234,safe
136103,safe
137483,safe
51475,close
129231,safe
217843,very_close
57628,close
210029,very_close
169931,safe
22866,close
30062,close
198551,safe
126686,safe
2652,close
133096,safe
240287,very_close
284271,very_close
409,close
202152,very_close
272725,very_close
290545,very_close
146949,safe
46290,close
293513,very_close
236140,very_close
165347,safe
189376,safe
81820,close
242393,very_close
115521,safe
81381,close
228338,very_close
273139,very_close
35235,close
210512,very_close
114925,safe
81096,close
5070,close
298783,very_close
148228,safe
77053,close
239874,very_close
294189,very_close
278575,very_close
117239,safe
110428,safe
164617,safe
169765,safe
175205,safe
84628,close
26631,close
165075,safe
282077,very_close
98750,close
85270,close
8503,close
60829,close
278422,very_close
250460,very_close
46093,close
199270,safe
100328,safe
94037,close
135337,safe
41768,close
133144,safe
244612,very_close
284211,very_close
169595,safe
223901,very_close
150311,safe
60224,close
249310,very_close
45480,close
235496,very_close
159880,safe
46150,close
10685,close
201547,very_close
295723,very_close
142738,safe
283878,very_close
35665,close
82082,close
53315,close
82978,close
202330,very_close
115044,safe
249654,very_close
296263,very_close
145028,safe
265842,very_close
273002,very_close
66929,close
284671,very_close
177649,safe
54287,close
169317,safe
116988,safe
143217,safe
68229,close
256624,very_close
248405,very_close
25109,close
219301,very_close
228311,very_close
263951,very_close
77826,close
87540,close
52694,close
270391,very_close
51926,close
144059,safe
26902,close
240097,very_close
75957,close
261394,very_close
18369,close
208542,very_close
216765,very_close
297783,very_close
236073,very_close
193569,safe
200738,very_close
38372,close
273874,very_close
243338,very_close
79988,close
978,close
272390,very_close
46780,close
129552,safe
69729,close
63018,close
249348,very_close
242315,very_close
4730,close
149757,safe
149399,safe
38784,close
116761,safe
80646,close
294914,very_close
185549,safe
121533,safe
26848,close
32765,close
216640,very_close
157747,safe
267849,very_close
26434,close
290936,very_close
192780,safe
165505,safe
64836,close
228033,very_close
283235,very_close
26652,close
252110,very_close
19649,close
168459,safe
199643,safe
235119,very_close
23325,close
195058,safe
105648,safe
183995,safe
45219,close
173415,safe
243802,very_close
34323,close
203832,very_close
24047,close
151635,safe
85907,close
195623,safe
116362,safe
165437,safe
299162,very_close
161398,safe
105502,safe
295903,very_close
238172,very_close
49283,close
242706,very_close
218028,very_close
83684,close
55102,close
132770,safe
257197,very_close
29384,close
63543,close
123189,safe
51396,close
261075,very_close
85281,close
50223,close
166721,safe
68445,close
51852,close
254630,very_close
58626,close
110385,safe
272973,very_close
34437,close
264816,very_close
191464,safe
286519,very_close
152277,safe
37464,close
32504,close
211714,very_close
263172,very_close
211273,very_close
238322,very_close
11643,close
163124,safe
186709,safe
44113,close
96396,close
121998,safe
287172,very_close
40616,close
129239,safe
30258,close
181953,safe
121007,safe
234574,very_close
235866,very_close
146345,safe
271645,very_close
232801,very_close
162749,safe
250551,very_close
272154,very_close
290272,very_close
97345,close
139666,safe
4091,close
101924,safe
9301,close
8818,close
254512,very_close
213372,very_close
285886,very_close
186925,safe
147696,safe
125138,safe
136777,safe
205343,very_close
27085,close
92401,close
19080,close
6874,close
94352,close
278532,very_close
16821,close
43536,close
175549,safe
77181,close
207877,very_close
238968,very_close
273213,very_close
258098,very_close
142574,safe
214956,very_close
95088,close
238806,very_close
115109,safe
106291,safe
42038,close
123236,safe
129406,safe
298109,very_close
103340,safe
230587,very_close
7191,close
253341,very_close
226730,very_close
220430,very_close
15478,close
29261,close
79077,close
142715,safe
67040,close
256412,very_close
21129,close
178847,safe
198520,safe
221282,very_close
165357,safe
72311,close
277917,very_close
8665,close
157525,safe
127389,safe
51735,close
54141,close
159536,safe
165183,safe
2040,close
66018,close
214972,very_close
203525,very_close
236835,very_close
164920,safe
15170,close
242355,very_close
224373,very_close
145849,safe
77458,close
140221,safe
130535,safe
44726,close
184707,safe
164094,safe
198655,safe
110421,safe
103597,safe
55993,close
114858,safe
143575,safe
136540,safe
250033,very_close
83132,close
16695,close
292445,very_close
80491,close
286559,very_close
198723,safe
219612,very_close
55075,close
124700,safe
24679,close
162510,safe
114801,safe
55788,close
170462,safe
114714,safe
204804,very_close
162993,safe
251496,very_close
250918,very_close
149486,safe
291210,very_close
236046,very_close
287068,very_close
41809,close
86142,close
133164,safe
60990,close
3603,close
46863,close
94250,close
130930,safe
178370,safe
96101,close
50731,close
208811,very_close
233980,very_close
25985,close
291382,very_close
22479,close
122749,safe
237927,very_close
55166,close
148688,safe
254643,very_close
228759,very_close
227338,very_close
186246,safe
3867,close
46375,close
241625,very_close
43509,close
145572,safe
278167,very_close
15028,close
2249,close
55837,close
125094,safe
237474,very_close
243241,very_close
216587,very_close
269227,very_close
195495,safe
123455,safe
74889,close
139708,safe
66129,close
293338,very_close
241372,very_close
151501,safe
274538,very_close
272196,very_close
192724,safe
5309,close
58665,close
143994,safe
99879,close
128024,safe
72642,close
228934,very_close
45345,close
252418,very_close
173255,safe
97946,close
105175,safe
136788,safe
200981,very_close
220120,very_close
166348,safe
175710,safe
26659,close
245980,very_close
117049,safe
295849,very_close
88211,close
132296,safe
244030,very_close
72672,close
19846,close
283599,very_close
16930,close
70443,close
32868,close
78269,close
39588,close
71133,close
292144,very_close
29608,close
74021,close
268636,very_close
299789,very_close
88555,close
143774,safe
101773,safe
269314,very_close
196442,safe
291289,very_close
209197,very_close
86933,close
260064,very_close
68496,close
96961,close
202701,very_close
215530,very_close
74152,close
52067,close
93165,close
148236,safe
232666,very_close
142716,safe
241704,very_close
242209,very_close
192526,safe
94053,close
292728,very_close
190398,safe
98558,close
102617,safe
58805,close
249933,very_close
31546,close
277444,very_close
89307,close
264021,very_close
214195,very_close
226742,very_close
138518,safe
203570,very_close
114894,safe
130376,safe
18127,close
90739,close
117984,safe
291948,very_close
16801,close
211991,very_close
86117,close
260363,very_close
107583,safe
8690,close
119948,safe
61812,close
234327,very_close
293359,very_close
22276,close
288452,very_close
104089,safe
84319,close
155445,safe
42313,close
131587,safe
248782,very_close
13134,close
214153,very_close
237531,very_close
251324,very_close
143667,safe
277688,very_close
182961,safe
267095,very_close
80255,close
283141,very_close
122017,safe
241155,very_close
212131,very_close
184298,safe
262834,very_close
249146,very_close
45194,close
9003,close
88451,close
195482,safe
132322,safe
103726,safe
262240,very_close
68205,close
63808,close
218015,very_close
123656,safe
289959,very_close
66293,close
145397,safe
179321,safe
105283,safe
265156,very_close
112304,safe
55895,close
191012,safe
22306,close
246488,very_close
83409,close
17123,close
293587,very_close
187079,safe
249987,very_close
43721,close
166084,safe
283449,very_close
123877,safe
112953,safe
214668,very_close
268137,very_close
177274,safe
283479,very_close
105658,safe
44510,close
76062,close
258633,very_close
112315,safe
156712,safe
236834,very_close
170725,safe
179599,safe
271556,very_close
192964,safe
194854,safe
34601,close
199918,safe
168896,safe
39580,close
144995,safe
290337,very_close
137239,safe
33176,close
102868,safe
138167,safe
32306,close
110049,safe
273316,very_close
24987,close
184961,safe
236071,very_close
119097,safe
285508,very_close
167296,safe
210385,very_close
106339,safe
106712,safe
239058,very_close
36017,close
70361,close
245601,very_close
107,close
143799,safe
241405,very_close
46519,close
20040,close
102607,safe
6439,close
5065,close
157220,safe
75083,close
98027,close
100993,safe
24735,close
228002,very_close
291055,very_close
38581,close
280902,very_close
136169,safe
202563,very_close
202634,very_close
103025,safe
287224,very_close
215574,very_close
229452,very_close
276418,very_close
262710,very_close
38868,close
232416,very_close
282496,very_close
259444,very_close
244463,very_close
83,close
159770,safe
147441,safe
246176,very_close
151954,safe
134102,safe
191849,safe
177111,safe
15672,close
205618,very_close
282955,very_close
62482,close
239362,very_close
206119,very_close
264692,very_close
11623,close
28762,close
209808,very_close
103186,safe
151303,safe
85040,close
193958,safe
185441,safe
194158,safe
185262,safe
175634,safe
284311,very_close
128749,safe
225385,very_close
31861,close
165904,safe
215821,very_close
24012,close
296575,very_close
247912,very_close
169871,safe
233625,very_close
147031,safe
241570,very_close
263446,very_close
6382,close
26156,close
179763,safe
56266,close
178030,safe
231503,very_close
278330,very_close
262911,very_close
242726,very_close
48182,close
249608,very_close
174632,safe
103433,safe
254049,very_close
67119,close
24629,close
93632,close
294825,very_close
176747,safe
163275,safe
55115,close
70858,close
175692,safe
160395,safe
13990,close
71364,close
122960,safe
287892,very_close
118845,safe
149133,safe
149733,safe
46018,close
201309,very_close
239726,very_close
276584,very_close
280141,very_close
263354,very_close
10959,close
35807,close
211658,very_close
293115,very_close
45699,close
18838,close
123828,safe
98310,close
161042,safe
264393,very_close
245774,very_close
130932,safe
252998,very_close
88704,close
42224,close
75102,close
146984,safe
92319,close
278437,very_close
252029,very_close
172729,safe
5111,close
32237,close
100067,safe
277658,very_close
123269,safe
148741,safe
202561,very_close
78066,close
288853,very_close
5120,close
287472,very_close
148094,safe
163709,safe
180805,safe
49292,close
176663,safe
30946,close
190747,safe
49712,close
30560,close
4673,close
45125,close
63507,close
188874,safe
154478,safe
197180,safe
172527,safe
256429,very_close
299647,very_close
81598,close
254033,very_close
251187,very_close
38943,close
51326,close
84818,close
292917,very_close
142235,safe
118298,safe
65334,close
106952,safe
98642,close
150246,safe
127946,safe
89459,close
188386,safe
143259,safe
42266,close
89096,close
40671,close
19221,close
39083,close
234245,very_close
30202,close
246161,very_close
8286,close
173174,safe
273651,very_close
245671,very_close
210142,very_close
221223,very_close
180092,safe
171705,safe
105838,safe
256894,very_close
294994,very_close
42284,close
78964,close
224530,very_close
229127,very_close
216520,very_close
129995,safe
114387,safe
295630,very_close
164418,safe
196049,safe
274069,very_close
93540,close
79764,close
281210,very_close
153970,safe
216848,very_close
164539,safe
96287,close
241492,very_close
82725,close
